PropertyName,BHK,Location,Area,ListingPrice,FurnishStatus,City,Description
Alliance Laxman Villa,2,Pashan,1180,30000.0,Semi-Furnished,Pune,"Consider a new phase of comfortable living unfolding in Pune Pashan area with this appealing semi-furnished, two-bedroom, two-bathroom Flats in the Alliance Laxman Villa project, available for rent at 30,000.You will find 1,180 square feet of well-designed space on the first floor, offering a pleasant road view and including one dedicated parking spot. Built within the last five to seven"
Amanora Desire Tower,1,Magarpatta Road,560,27000.0,Furnished,Pune,"Find your next comfortable living space on Magarpatta Road in Pune Amanora Desire Tower, a well-established building with a 10+ year history.This furnished 1-bedroom, 1-bathroom Flats is available for rent at 27 thousand and offers 560 square feet of well-utilized space on the 12th floor, providing a lovely road view. You will appreciate the convenience of having 1 dedicated parking"
Godrej Boulevard,3,Manjari,1250,28000.0,Semi-Furnished,Pune,"If you`re looking for a place to live in Manjari, Pune, this semi-furnished, three-bedroom, three-bathroom Flats in the Godrej Boulevard project might be just what you need.Its a bright and spacious 1250 square feet home that gets plenty of sunlight and offers a community view. This apartment is great for families and bachelors alike, located in a safe and secure"
Nirvana Lifecity,1,Lohgaon,500,13000.0,Semi-Furnished,Pune,"Your new home in Pune Lohgaon awaits at Nirvana Lifecity, offering a comfortable 1-bedroom, 1-bathroom Flats on the 5th floor of a 6-story building.This semi-furnished apartment spans 500 square feet and includes dedicated parking for your convenience. The property is relatively new, between 2 to 4 years old, ensuring modern living standards. The monthly rent is 13 thousand, making it"
Jijau Apartment,1,Dhayari,550,8000.0,Semi-Furnished,Pune,"A comfortable 1-bedroom, 1-bathroom Flats is now available for rent in Pune Dhayari neighborhood, offering 550 square feet of living space for 8 thousand per month.Located on the third floor of Jijau Flats, this semi-furnished home is perfect for families and features essential amenities like a pre-school, medical facility, hypermarket, ATMs, a private gym, satellite/cable TV, CCTV security, and a"
Vilas Javdekar Yashone Maan,2,Hinjewadi,780,40000.0,Furnished,Pune,"If you are looking for a place to call home in Pune lively Hinjewadi area, this furnished 2-bedroom Flats at Vilas Javdekar Yashone Maan could be just the thing.It is available for rent at 40,000 and offers a generous 780 square feet of living space, making it suitable for families or bachelors who appreciate comfort and convenience. This home is"
Vasupujya Neco Beaumont,2,Nibm Annexe,617,20000.0,Unfurnished,Pune,"A comfortable 2-bedroom, 2-bathroom Flats awaits you in Pune NIBM Annexe, offering a peaceful living experience within the gated society of Vasupujya Neco Beaumont. This unfurnished 617 Square Feet home is located on the 1st floor of a 12-story building and overlooks a lovely garden, embodying a touch of luxury with its Vastu compliant design.You will find ample space for your"
Amanora Desire Tower,1,Magarpatta Road,573,26500.0,Semi-Furnished,Pune,"Find a comfortable and convenient place to call home on Magarpatta Road in Pune with this semi-furnished, one-bedroom Flats in Amanora Desire Tower.This apartment, located on the 8th floor, offers a pleasant road view and 573 square feet of living space, perfect for individuals or small families. You`ll appreciate the array of amenities designed for easy living, including kids` play"
Chloris CHS,2,Balewadi,800,30000.0,Semi-Furnished,Pune,"Looking for a comfortable home in Pune Balewadi.This semi-furnished two-bedroom, two-bathroom Flats in Chloris CHS could be perfect for you, available for rent at 30 thousand. It offers 800 square feet of living space, a Vastu-compliant design, and two parking spots. The apartment is located in a peaceful vicinity, with schools nearby, making it ideal for families. Residents can enjoy"
Kohinoor Zen Estate,1,Santipur,550,32000.0,Furnished,Pune,"Consider a bright start to your rental journey in Pune Santipur area with this 1-bedroom, 1-bathroom Flats in Kohinoor Zen Estate.Located on the 12th floor, this furnished 550 square feet space offers a pleasant pool view and is perfect for those seeking a comfortable and convenient lifestyle. The property boasts an impressive array of amenities designed for active living and"
Bhandari 32 Pinewood Drive,2,Hinjewadi,726,35000.0,Furnished,Pune,"Searching for a well-appointed two-bedroom, two-bathroom Flats in Pune Bhandari 32 Pinewood Drive, Hinjewadi. This furnished residence on the first floor offers a pool view and spans 726 square feet, all within a secure gated society for just 35 thousand per month.You will enjoy access to a gymnasium, swimming pool, badminton and tennis courts, squash court, kids` play areas, and a"
Jagadguru Prima Glide Park,2,Lohgaon,705,25000.0,Semi-Furnished,Pune,"Find your comfortable living space in Pune Lohgaon, where this semi-furnished, 2-bedroom, 2-bathroom Flats is ready for you to rent at 25 thousand per month. Situated on the 9th floor of the Jagadguru Prima Glide Park building, this apartment offers 705 square feet of well-designed room, perfect for families, bachelors, or anyone looking for a safe and secure locality.You will appreciate"
Unique Youtopia,2,Kharadi,765,48000.0,Furnished,Pune,"Experience a vibrant urban lifestyle in this ready-to-move-in 2-bedroom, 2-bathroom Flats for rent in Pune Kharadi.Located in the esteemed Unique Youtopia project, this furnished home offers 765 square feet of comfortable living space with a pleasant road view from the 6th floor. Residents will enjoy access to a fantastic range of amenities including a gymnasium, swimming pool, badminton and tennis"
Guardian Cityscapes,3,Sinhagad,1500,42000.0,Unfurnished,Pune,"Consider a comfortable and spacious 3-bedroom, 3-bathroom unfurnished Flats in Pune Guardian Cityscapes, available for rent at 42 thousand per month, offering a generous 1500 square feet of living space with a tranquil garden view from the 8th floor of a 24-story building.This home provides ample room for your family to grow and relax, featuring two dedicated parking spots for"
Shangrila Garden,1,Sangamvadi,700,38000.0,Furnished,Pune,"Looking for a comfortable and well-appointed Flats to rent in Pune Sangamvadi.This furnished one-bedroom, one-bathroom apartment in Shangrila Garden, situated on the fourth floor of a seven-story building, offers a convenient and pleasant living experience. With a spacious 700 square feet of living space and a lovely garden view, this home is perfect for bachelors or anyone seeking a quick"
Sai Samarttha Saisha,2,Punawale,659,18000.0,Semi-Furnished,Pune,"Consider a new beginning in Pune Punawale neighborhood with this semi-furnished 2-bedroom, 2-bathroom Flats in Sai Samarttha Saisha.Priced at 18 thousand, this home offers a comfortable 659 square feet of living space with a pleasant garden view from the second floor. It designed for families seeking a secure and affordable lifestyle within a gated society, featuring a range of amenities"
Kolte Patil Ivy Botanica,2,Wagholi,1270,22000.0,Semi-Furnished,Pune,"For families seeking a peaceful and secure home, this semi-furnished 2-bedroom, 3-bathroom Flats in Pune Wagholi area presents a wonderful living option at 22 thousand per month. Situated on the 10th floor of the Kolte Patil Ivy Botanica project, this 1270 square feet apartment offers a lovely garden view and boasts an impressive array of amenities designed for a comfortable lifestyle.You"
Supreme Amadore,5,Baner,2300,200000.0,Semi-Furnished,Pune,"A spacious 2300 square feet, semi-furnished 5-bedroom, 5-bathroom Flats is available for rent at 2 Lac in Pune Baner locality, within the Supreme Amadore project.Situated on the 15th floor of a 16-story building, this home offers a road view and comes with 3 parking spaces. The property, aged between 5-7 years, provides access to a gymnasium, swimming pool, tennis court,"
Bramha Skycity Apartment,2,Dhanori,1200,42000.0,Furnished,Pune,"Picture yourself living in a lovely furnished 2.5-bedroom, 2-bathroom Flats in Pune Dhanori area, situated on the 6th floor of the Bramha Skycity Flats complex.This home offers a beautiful garden view and comes with one dedicated parking spot. You`ll have access to a gym, swimming pool, and badminton court, perfect for staying active. For families, there are also kids` play"
Kiran Shubharambh,2,Baner,628,30500.0,Semi-Furnished,Pune,"Consider a comfortable lifestyle in Pune popular Baner area with this semi-furnished 2-bedroom, 2-bathroom Flats available for rent in Kiran Shubharambh for 30,500.This 628 square feet home is on the 5th floor of a 16-story building and offers a lovely garden view from its balcony. You`ll appreciate the building excellent amenities, including a gymnasium, swimming pool, badminton and tennis courts,"
Alamdar The Auro,2,Lower Parel,891,190000.0,Semi-Furnished,Mumbai,"Consider a lifestyle where convenience meets luxury in Mumbai vibrant Lower Parel.This semi-furnished 2-bedroom, 3-bathroom Flats within Alamdar The Auro offers 891 Square Feet of thoughtfully designed living space, situated on the 12th floor of a 17-story building, and is available for rent at 1.9 Lac. You will appreciate the extensive list of amenities designed for a modern lifestyle, including"
Neumec Morphosis Adagio,2,Mulund West,700,45000.0,Unfurnished,Mumbai,"This is a newly constructed property , untouched flat, located in mulund west , nearby station for more details contact - 752 Mehul Dedhia"
Andheri CHS,2,Andheri West,710,85000.0,Semi-Furnished,Mumbai,"Find your new home in the bustling Andheri West locality of Mumbai with this appealing 2-bedroom, 2-bathroom semi-furnished Flats available for rent. Located in Andheri CHS, this 12th-floor residence spans 710 Square Feet and offers a pleasant Road View.The building boasts a wide range of amenities designed for comfort and convenience, including a Gymnasium, Jogging/Cycle Track, Power Backup, and 24 x"
Riddhi Tower,3,Malad East,1225,95000.0,Furnished,Mumbai,"Experience daily life with a pleasant road view from this furnished 3-bedroom, 3-bathroom Flats on the 5th floor of Riddhi Tower in Mumbai well-connected Malad East. This spacious 1225 square feet home, available for 95000, is situated in a safe and secure locality with a wide road approach and is part of a gated society.You will appreciate the convenience of a"
Veena Saaz,2,Kandivali East,1160,55000.0,Furnished,Mumbai,"Consider making Kandivali East your new neighborhood with this ready-to-move-in furnished 2-bedroom, 2-bathroom Flats in Veena Saaz, available for rent at 55 thousand.Spanning 1160 square feet, this 8th-floor unit overlooks a lovely garden and comes with 1 dedicated parking spot. The property offers the peace of mind that comes with Vastu compliance and a safe, secure locality perfect for families,"
K Raheja Raheja Residency,1,Malad East,690,50000.0,Semi-Furnished,Mumbai,"For 50 thousand per month, you can rent a comfortable 1-bedroom Flats in K Raheja Raheja Residency, Malad East, Mumbai. This semi-furnished home offers 690 square feet of living space and is located on the 9th floor with a road view.The building is 8-10 years old and boasts a wide range of amenities designed for family living, including a gymnasium, swimming"
Dheeraj Ganga,2,Malad West,700,55000.0,Unfurnished,Mumbai,"Explore a convenient lifestyle in Malad West with this unfurnished 2-bedroom, 2-bathroom Flats at Dheeraj Ganga, available for rent at 55 thousand per month.Located on the 8th floor with a road view, this 700 square feet home offers a Vastu-compliant layout from a reputed builder. Inside, you'll find practical features like built-in wardrobes and a study room, complemented by practical"
Amogh Adjure Apartment,3,Vile Parle East,1011,117000.0,Furnished,Mumbai,"If you are searching for a spacious and well-equipped Flats to rent in Mumbai Vile Parle East, this 3-bedroom, 3-bathroom unit in Amogh Adjure Flats could be a great find.Located on the 5th floor of an 8-story building, this furnished apartment offers 1011 square feet of living space with a pleasant road view. You will have dedicated parking for one"
Sun N Dew Apartment,2,Santacruz East,680,80000.0,Furnished,Mumbai,"Securing a comfortable living space in Mumbai sought-after Santacruz East area is now within reach with this furnished 2-bedroom Flats available for rent at 80,000 per month.Located in the Sun N Dew Flats complex, this 680 Square Feet residence on the 5th floor of a 7-story building offers a pleasant living experience. You will find plenty of conveniences here, including"
The Prestige City,3,Mulund West,1441,130000.0,Semi-Furnished,Mumbai,"Securing a comfortable and well-appointed home in a prime Mumbai location is now within reach with this 3-bedroom, 2-bathroom semi-furnished Flats available for rent in Mulund West.Located in The Prestige City, this newly built residence boasts 1441 square feet of living space and comes with a dedicated parking spot. Residents will appreciate the Vastu compliance and the array of amenities"
Nirmal Polaris,3,Mulund West,1800,60000.0,Semi-Furnished,Mumbai,"Welcome to a comfortable living experience in Mumbai Mulund West, where this 3-bedroom, 3-bathroom Flats in Nirmal Polaris offers a peaceful park view from the 18th floor.Spanning 1800 square feet and semi-furnished, this 10+ year old home provides ample space for your family. You`ll appreciate the convenience of 2 dedicated parking spots, a valuable amenity in this bustling city. With"
Oxford Apartments Bandra West,3,Bandra West,1150,104000.0,Semi-Furnished,Mumbai,"Discover your new home in the heart of Bandra West, Mumbai, with this exquisite 3bedroom Flats available for rent at an attractive price of 1.04 Lac.Nestled within the prestigious Oxford Flats, this semifurnished unit spans a generous 1150 square feet and is located on the 10th floor of a wellmaintained 25story building, offering a serene park view that enhances the"
Lokhandwala Spring Grove,2,Kandivali East,1200,55000.0,Unfurnished,Mumbai,"Discover a fantastic opportunity to rent a spacious 2bedroom Flats in the highly soughtafter locality of Kandivali East, Mumbai.This wellventilated unit spans an impressive 1,275 square feet and is situated on the 9th floor of the Lokhandwala Spring Grove project, which boasts a total of 21 floors. Offering a serene garden view, this home is perfect for families seeking a"
Haware Amara,1,Vikhroli East,339,29000.0,Furnished,Mumbai,"Looking for a convenient and comfortable rental in Mumbai Vikhroli East.This furnished 1-bedroom, 1-bathroom Flats in Haware Amara on the 10th floor offers a practical living space of 339 square feet with a pleasant road view. The property is newly constructed, just under a year old, and comes with the ease of being fully furnished, saving you the hassle of"
Piramal Revanta Tower 2,2,Mulund West,689,54000.0,Semi-Furnished,Mumbai,"Experience the epitome of luxury living in this exquisite 2bedroom, 2bathroom Flats available for rent in the prestigious Piramal Revanta Tower 2, located in the vibrant locality of Mulund West, Mumbai.Spanning an impressive 689 square feet, this semifurnished residence offers a perfect blend of modern aesthetics and functional design, making it an ideal choice for families seeking a comfortable and"
DB Orchid Ozone,2,Dahisar East,883,25000.0,Semi-Furnished,Mumbai,"2 Bhk Flat 
Carpet 630
Sqft 8832 bathroom
3 balcony
Senior citizens plaza
Wat soer body
Internal Roads & Footpaths
Water Conservation, Rain water Harvesting
Electrical Meter Room, Sub-Station, Receiving Station
Water Supplies
Sewerage (Chamber, Lines, Septic Tank , STP)
Treatment And Disposal Of Sewage And Sullage Water
Living room and kitchen 
All the brands available 
Dmart is opening soon 
Bmc water is on 
Good Security
We have more Flats Available in"
Dosti Eastern Bay Phase 2,2,Antop Hill Warehousing Society,686,80000.0,Semi-Furnished,Mumbai,"Consider making Loyld Estate in Mumbai your next home, where this semi-furnished two-bedroom, two-bathroom Flats on the 22nd floor of Dosti Eastern Bay Phase 1 is available for rent at 80 thousand per month.Spread across a generous 686 square feet with a pleasant garden view, this residence boasts tasteful interiors and is situated in a prime location with a reputable"
Kalpataru Estate Mumbai,2,Jogeshwari East,900,100000.0,Semi-Furnished,Mumbai,"Consider a well-appointed 900 Square Feet, two-bedroom, two-bathroom Flats available for rent at 1 Lac per month in the desirable Kalpataru Estate Mumbai, situated in Jogeshwari East. This semi-furnished apartment on the 16th floor of a 17-story building offers a pleasant garden view and ample living space for families.Within the secure, gated society, residents will appreciate a range of amenities including"
Sunteck City Avenue 4,2,Goregaon West,644,85000.0,Semi-Furnished,Mumbai,"This 2-bedroom Flats in Goregaon West, Mumbai, presents a wonderful chance to experience coastal living with its beautiful sea view.Located on the 16th floor of Sunteck City Avenue 4, this semi-furnished home spans 644 square feet and comes with 2 bathrooms and 1 dedicated parking space. You will find a fantastic array of amenities designed for a complete lifestyle, including"
Krishnamai Apartments,2,Worli,950,155000.0,Furnished,Mumbai,"Your daily commute will be a breeze from this furnished two-bedroom, two-bathroom Flats in Mumbai Worli district, available for rent at 1.55 Lac.This 950 Square Feet home on the first floor of Krishnamai Flats offers a stunning Sea View and comes with one dedicated parking spot, ensuring you always have a place to leave your vehicle. Inside, you will appreciate"
Tolaram Kukreja Gardens,1,Bhandup West,442,32000.0,Semi-Furnished,Mumbai,"You will find a comfortable living experience in this semi-furnished one-bedroom, two-bathroom Flats for rent in Mumbai Bhandup West, located within the well-maintained Tolaram Kukreja Gardens.Spanning 442 square feet on the 8th floor of a 20-story building, this home offers a peaceful garden view and comes with one dedicated parking space. The property boasts an impressive array of amenities designed"
Rahul Downtown,2,Punawale,751,25000.0,Semi-Furnished,Pune,"Consider making Punawale your new home in this inviting 2-bedroom, 2-bathroom Flats available for rent at 25 thousand.Situated on the 20th floor of the Rahul Downtown project, this semi-furnished residence offers 751 square feet of comfortable living space with a pleasant road view. You will find a wealth of amenities designed for an active and convenient lifestyle, including a gymnasium,"
Choice Goodwill Verve,2,Keshav Nagar,682,30000.0,Semi-Furnished,Pune,"Here is a lovely 2-bedroom, 2-bathroom Flats available for rent in Pune Keshav Nagar, located within the Choice Goodwill Verve project on the 4th floor of a 23-story building.This semi-furnished apartment offers 682 square feet of comfortable living space with a pleasant garden view. You will have access to great amenities including kids` play areas, a jogging and cycle track,"
Shriram Nagar CHS,1,Aundh,600,20000.0,Semi-Furnished,Pune,"This 600 square feet, semi-furnished 1-bedroom Flats in Pune Aundh locality is available for rent at 20 thousand per month, offering a comfortable and convenient lifestyle.Located on the first floor of the Shriram Nagar CHS building, which has a total of four floors, this home boasts a pleasant park view and includes one dedicated parking space. The property has been"
Bhaktamar Residency,2,Wadgaon Sheri,750,36000.0,Semi-Furnished,Pune,"A comfortable 2-bedroom, 2-bathroom Flats in Pune Wadgaon Sheri is ready for you at Bhaktamar Residency.This semi-furnished space on the 4th floor of a 15-story building offers 750 square feet of living area with a pleasant community view. You`ll appreciate the included amenities like kids` play areas, a jogging and cycle track, power backup, and 24/7 security, all contributing to"
Solitaire Park,2,Aundh,1000,25000.0,Unfurnished,Pune,"A bright and airy 2-bedroom, 2-bathroom Flats in Pune Aundh neighborhood is now available for rent at 25 thousand per month, offering a spacious 1000 square feet of living space on the first floor of the Solitaire Park building.This unfurnished home features a pleasant road view and is part of a secure community with 24 x 7 security, CCTV surveillance,"
Duville Riverdale Suites,1,Kharadi,600,25000.0,Furnished,Pune,"Start your new chapter in Pune vibrant Kharadi area with this furnished 1-bedroom, 1-bathroom Flats at Duville Riverdale Suites, available for rent at 25,000.This 600 Square Feet home is situated on the 5th floor of a 16-story building and offers a pleasant road view. The apartment comes with a dedicated parking spot, ensuring convenience. You`ll enjoy access to fantastic amenities"
Lodha Bella Vita,3,Nibm Road,1600,45000.0,Unfurnished,Pune,"Consider NIBM Road, Pune, for a comfortable rental experience in this unfurnished 1600 square feet Flats located in the Lodha Bella Vita project.This three-bedroom, three-bathroom apartment offers a lovely garden view and includes one parking space. The property is situated in a gated society with excellent amenities such as a swimming pool, badminton and tennis courts, kids` play areas, a"
Runwal Seagull,2,Hadapsar,1250,26000.0,Semi-Furnished,Pune,"Here is a fantastic furnished 2-bedroom, 2-bathroom Flats available for rent at 26,000 per month in Hadapsar, Pune.This lovely home offers a peaceful garden view and boasts 1250 square feet of well-designed living space within the sought-after Runwal Seagull project. You'll appreciate the convenience of having one dedicated parking spot. The community itself is packed with amenities like a swimming"
Rahi Aangan CHS,1,Tingre Nagar,500,13000.0,Semi-Furnished,Pune,"Consider this semi-furnished 1 BHK Flats in Pune Tingre Nagar as your next comfortable home, available for rent at 13 thousand per month.This 500 square feet apartment is located on the 3rd floor of the Rahi Aangan CHS building, offering a good living space. It comes with one dedicated parking spot, ensuring convenience for your vehicle. With one bedroom and"
Kolte Patil Margosa Heights,2,Mohammadwadi,870,22000.0,Unfurnished,Pune,"Find your ideal living space in Pune Mohammadwadi with this unfurnished 2-bedroom, 2-bathroom Flats at Kolte Patil Margosa Heights.This 870 Square Feet home offers a road view and comes with a dedicated parking spot, perfect for those looking to personalize their surroundings. The property, built between 8 to 10 years ago, is situated in a neighborhood known for its conveniences."
Naiknavare Chaitraban Residency,2,Aundh,1000,30000.0,Furnished,Pune,"Experience comfortable living in Pune Aundh at Naiknavare Chaitraban Residency, where a furnished 2-bedroom, 2-bathroom Flats is available for rent at 30 thousand per month.This lovely 1000 square feet apartment is located on the first floor of a 7-story building and offers a pleasant road view. The property boasts a range of amenities designed for families, including kids' play areas,"
Proviso Leisure Town,2,Hadapsar,1400,46000.0,Furnished,Pune,"Secure a comfortable lifestyle in Pune Hadapsar neighborhood with this furnished 2.5-bedroom, 3-bathroom Flats for rent at 46,000.Spanning 1400 square feet in the Proviso Leisure Town project, this home offers a pleasant garden view from its balcony. The apartment is designed with Vastu compliance in mind and is located within a secure gated society. You'll have access to a wide"
Sky Spring Valley,3,Hadapsar,1356,48000.0,Unfurnished,Pune,"A convenient lifestyle awaits in Pune Hadapsar with this unfurnished 3-bedroom Flats in the Sky Spring Valley project, available for rent at 48 thousand.This spacious 1356 square feet home boasts a lovely garden view and comes with two dedicated parking spaces. You will appreciate the Vastu compliant design and the security of a gated society, making it a truly comfortable"
Mont Vert Pristine,3,Bopodi,1330,35000.0,Unfurnished,Pune,"This beautiful 3 bhk is situated in one of the most sought after society of aundh road, bopodi, named mont vert pristine. The flat is east facing , on higher floor, very bright and airy during the day and ready to occupy. The kitchen has trolleys and storage cabinets. The flat is freshly painted and deep cleaned. There is piped gas connection. Also there is"
Prathamesh Gallardo,3,Salisbury Park,1800,80000.0,Furnished,Pune,"Live your best life in this lovely 3-bedroom, 4-bathroom Flats in Pune Salisbury Park, available for rent at 80 thousand per month.This furnished home in the Prathamesh Gallardo project offers a beautiful garden view and a spacious 1800 square feet of living area, perfect for a comfortable lifestyle. Youll find convenience all around with an attached market, restaurant, hypermarket, and"
Acropolis Purple Nine Hills,2,Kondhwa,1350,32000.0,Unfurnished,Pune,"Experience comfortable living in this unfurnished 2-bedroom, 2-bathroom Flats located in the Acropolis Purple Nine Hills project in Kondhwa, Pune, available for rent at 32 thousand per month.This well-ventilated home offers a spacious 1350 square feet of living space with a community view and comes with 1 dedicated parking spot.You'll appreciate the convenience of living in a gated society that"
Amanora Aspire Towerss,2,Hadapsar,1093,42000.0,Unfurnished,Pune,"Consider this unfurnished 2-bedroom, 2-bathroom Flats in Hadapsar, Pune, offered for rent at 42 thousand per month.Located in Amanora Aspire Towerss, this home spans 1093 square feet and provides a lovely garden view, making it a peaceful place to live. You'll have one designated parking spot and access to an impressive array of amenities designed for comfort and convenience, including"
Gera World of Joy,2,Kharadi,1200,50000.0,Semi-Furnished,Pune,"Live your best life in Pune Kharadi neighborhood with this semi-furnished 2.5-bedroom, 2-bathroom Flats at Gera World of Joy, available for rent at 50,000.Spanning a comfortable 1200 square feet on the 4th floor of a 10-story building, this home boasts a pleasant road view. You will have access to an incredible array of amenities including a gymnasium, swimming pool, badminton"
Venkatesh Oxy Valley Phase 1,1,Wagholi,655,16000.0,Furnished,Pune,"For a monthly rent of 16 thousand, this fully furnished one-bedroom, one-bathroom Flats in Venkatesh Oxy Valley Phase 1, Pune, offers a comfortable and convenient lifestyle.Spanning 655 square feet, it provides ample space for a single person or a couple. Residents will enjoy access to a fantastic range of amenities, including a gymnasium, swimming pool, badminton and tennis courts, jogging"
Rama Celestial City Phase II,3,Ravet,1300,29000.0,Semi-Furnished,Pune,"Make your next home in Pune growing Ravet area with this lovely 3-bedroom, 3-bathroom Flats.This semi-furnished 1300 square feet apartment on the 5th floor of Rama Celestial City Phase II offers a pleasant garden view and comes with 1 designated parking spot. You'll find everything you need for a comfortable family life, with amenities like a gymnasium, swimming pool, tennis"
Majestique Towers,2,Kharadi,1250,36000.0,Unfurnished,Pune,"This unfurnished 2-bedroom, 2-bathroom Flats in Pune Kharadi area offers a convenient lifestyle in the well-known Majestique Towers, available for rent at 36 thousand per month.Spanning 1250 square feet, this home faces a pleasant road view and comes with one dedicated parking space. Residents will have access to an impressive array of amenities designed for comfort and recreation, including a"
ASR 18 Nests,1,Kharadi,584,22000.0,Unfurnished,Pune,"Settle into a convenient lifestyle in Pune vibrant Kharadi neighborhood with this unfurnished 1-bedroom, 2-bathroom Flats in ASR 18 Nests.Located on the 3rd floor of a 5-story building, this 584 square feet home offers a pleasant road view and includes one dedicated parking space. The property, which is between 2 to 4 years old, boasts a range of amenities such"
Punyadham Society,1,Wadgaon Sheri,634,20000.0,Unfurnished,Pune,"Consider making your next home in Wadgaon Sheri, Pune, where Punyadham Society offers an unfurnished one-bedroom, two-bathroom Flats on the 6th floor.This 634 square foot apartment, with a pleasant community view, is ready for you to move in and make it your own. You will find a variety of useful amenities within the society, including designated kids` play areas, an"
Krisala Adora,2,Ravet,650,21000.0,Semi-Furnished,Pune,"A prime location in Ravet, Pune, offers a fantastic rental opportunity at Krisala Adora for 21 thousand.This semi-furnished 2-bedroom, 2-bathroom Flats spans 650 square feet on the third floor, boasting a pleasant road view from its balcony. Built by a reputed builder, this freehold property is well-suited for bachelors and those seeking an affordable and convenient living space. The building,"
K Raheja Ascencio,2,Chandivali,755,82000.0,Semi-Furnished,Mumbai,"This cozy Rental fully furnished 2-bedroom, 2-bathroom west-facing Flats on the 7th floor offers stunning pretty sunrise views. It has ample built-in storage and modular kitchen for all your storage needs. Its part of the lake homes township offering excellent clubhouse, gym and various sports courts. Conveniently located near retail centers, schools, and hospitals, it boasts excellent connectivity (750 m"
Lake Primrose,3,Powai,1500,110000.0,Furnished,Mumbai,"A spacious and fully furnished three-bedroom, three-bathroom Flats is ready for rent at 1.1 Lac per month in Powai, Mumbai. This 1500 square foot home is located on the tenth floor of the Lake Primrose project, offering a beautiful park view from its balcony and providing a secure living environment within a gated society.Residents will have access to excellent amenities including"
Hiranandani Castle Rock,2,Powai,629,115000.0,Furnished,Mumbai,"Welcome to your new home in the esteemed Hiranandani Castle Rock project in Powai, Mumbai, where a comfortable lifestyle awaits. This furnished 2-bedroom, 2-bathroom Flats on the 10th floor offers a generous 629 square feet of living space with a tranquil garden view.You will appreciate the extensive amenities designed for a fulfilling life, including a gymnasium, swimming pool, badminton and tennis"
Ekta World Lake Superior,4,Powai,450028,280000.0,Semi-Furnished,Mumbai,"Searching for a spacious and secure rental in Mumbai Powai area. This 4-bedroom, 4-bathroom semi-furnished Flats at Ekta World Lake Superior, located on the 12th floor of a 22-story building, offers a generous 450028 square feet of living space with a serene park view, perfect for those seeking a comfortable and convenient lifestyle.The property boasts a remarkable array of amenities including"
K Raheja Vihar,2,Powai,1100,82000.0,Semi-Furnished,Mumbai,"Consider K Raheja Vihar in Powai Mumbai for your next rental, a 2.5-bedroom, 2-bathroom Flats on the 5th floor of a 12-story building offering a peaceful garden view. This semi-furnished home spans 1100 square feet and is available for 82 thousand per month.Living here means you will have access to a gymnasium, swimming pool, badminton court, kids` play areas, a jogging"
Gundecha Hills,2,Chandivali,1150,100000.0,Furnished,Mumbai,"Looking for a comfortable and secure place to call home in Mumbai lively Chandivali. This furnished 2.5-bedroom, 2-bathroom Flats at Gundecha Hills is available for rent at 1 Lac.Spread across 1150 square feet on the 7th floor of a 12-story building, this residence offers a peaceful garden view and comes with a dedicated parking spot.You`ll have access to great amenities like"
LnT Veridian,3,Powai,990,129000.0,Semi-Furnished,Mumbai,"Live comfortably in Powai, Mumbai, with this semi-furnished 3-bedroom, 3-bathroom Flats on the 10th floor of LnT Veridian. This spacious 990 square feet home offers a road view and comes with 1 parking spot.Enjoy access to a gym, swimming pool, badminton and tennis courts, squash court, kids` play areas, and a jogging/cycle track.The apartment building provides 24x7 security, power backup, and"
Hiranandani Regent Hill,1,Powai,379,68000.0,Furnished,Mumbai,"Searching for a furnished Flats with a park view in Mumbai lively Powai area.This 379 square feet, one-bedroom, two-bathroom apartment on the 16th floor of Hiranandani Regent Hill is available for rent at 68 thousand per month. With excellent amenities like a gymnasium, swimming pool, badminton and tennis courts, squash court, kids` play areas, and a jogging track, you will"
Lake Home,1,Powai,495,55000.0,Furnished,Mumbai,"This cozy Rental fully furnished 1-bedroom, 2-bathroom west-facing Flats on the 7th floor offers stunning pretty sunrise views. It has ample built-in storage and modular kitchen for all your storage needs. Its part of the lake homes township offering excellent clubhouse, gym and various sports courts. Conveniently located near retail centers, schools, and hospitals, it boasts excellent connectivity (750 m"
Aditya Vardhan Apartment,2,Powai,1120,62000.0,Unfurnished,Mumbai,"This 2-bedroom, 2-bathroom Flats in Mumbai Powai area, located in the Aditya Vardhan Flats project, is available for rent at 62 thousand.Spread across 1120 Square Feet on the second floor of a 12-story building, this unfurnished home offers a pleasant road view and comes with one dedicated parking space. You will appreciate the amenities within this gated society, including dedicated"
Yarrow Yucca Vinca,2,Chandivali,1150,75000.0,Semi-Furnished,Mumbai,"A serene living experience awaits in Mumbais Chandivali neighborhood, where this semi-furnished, 2-bedroom Flats in Yarrow Yucca Vinca is available for rent at 75 thousand per month. Located on the 10th floor of a 22-story building, this 1150 square feet home boasts a lovely park view, offering a tranquil outlook.You will find comfort and convenience with amenities like a gymnasium, swimming"
K Raheja Corp Vistas Mumbai,2,Chandivali,1099,80000.0,Semi-Furnished,Mumbai,"Securing a comfortable living space in a prime Mumbai location is made easy with this semi-furnished 2-bedroom, 2-bathroom Flats for rent in K Raheja Corp Vistas Mumbai, Chandivali. This home is located on the 10th floor of a 20-story building and offers a lovely park view from the balcony.The apartment spans 1099 square feet and comes with 1 dedicated parking spot.Residents"
